symbol,yearly_return
INDUSINDBK,-0.30458408805907766
ASIANPAINT,-0.21935045865765668
BAJFINANCE,-0.16110874039861445
ADANIENT,-0.06670855586972457
HINDUNILVR,-0.00957916481023946
NESTLEIND,0.0070714132071414415
KOTAKBANK,0.019918357893517813
BAJAJFINSV,0.02549565997245451
TITAN,0.03518185373484539
MARUTI,0.06926712348626163
